ACC-00027,TXN-000170,2026-02-13,payment,12908.46,ATM,Tokyo,yes,Shreya Gupta,savings,2022-08-17,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00012,TXN-000171,2026-03-01,payment,21574.61,MakeMyTrip,New York,yes,Rekha Bansal,NRI,2017-05-02,Bangalore_MG,rejected,50000,identity_theft,2026-02-07,Fraud
ACC-00014,TXN-000172,2026-03-22,withdrawal,6735.0,ATM,Tokyo,yes,Priti Chauhan,current,2021-12-19,Chennai_T_Nagar,pending,0,,,Normal
ACC-00040,TXN-000173,2026-02-28,payment,18179.05,Amazon,Tokyo,yes,Padma Iyengar,NRI,2015-05-26,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00013,TXN-000174,2026-02-12,credit,6047.33,POS_Terminal,Dubai,yes,Ashok Sinha,savings,2023-06-04,Kolkata_Park,verified,50000,,,Normal
ACC-00028,TXN-000175,2026-02-14,debit,15866.49,Unknown,Singapore,yes,Rituraj Singh,NRI,2020-05-10,Delhi_CP,verified,1000000,,,Normal
ACC-00026,TXN-000177,2026-01-08,credit,4838.3,Uber,Dubai,yes,Kunal Mehta,savings,2023-10-10,Hyderabad_Hitech,verified,200000,,,Normal
ACC-00030,TXN-000178,2026-03-16,withdrawal,10579.38,Crypto_Exchange,Mumbai,no,Bhaskar Menon,savings,2019-12-20,Mumbai_Main,verified,50000,,,Normal
ACC-00013,TXN-000179,2026-02-06,credit,777.09,Wire_Transfer,Dubai,yes,Ashok Sinha,savings,2023-06-04,Kolkata_Park,verified,50000,,,Normal
ACC-00043,TXN-000180,2026-01-18,debit,24096.48,Airtel,Mumbai,no,Kishore Mohan,NRI,2022-11-24,Delhi_CP,pending,1000000,,,Normal
ACC-00004,TXN-000181,2026-01-28,transfer,1402399.61,Unknown_Merchant,Delhi,no,Meena Iyer,NRI,2021-10-26,Bangalore_MG,verified,100000,,,Normal
ACC-00027,TXN-000182,2026-03-12,debit,9952.53,Unknown_Merchant,Bangalore,no,Shreya Gupta,savings,2022-08-17,Chennai_T_Nagar,verified,200000,,,Normal
ACC-00016,TXN-000183,2026-03-04,payment,23326.74,IRCTC,Chennai,no,Asha Verma,NRI,2017-04-18,Chennai_T_Nagar,expired,200000,,,Normal
ACC-00050,TXN-000184,2026-02-17,withdrawal,22119.89,Uber,Chennai,no,Chitra Venkatesh,savings,2022-05-25,Chennai_T_Nagar,pending,0,,,Normal
ACC-00008,TXN-000185,2026-02-25,transfer,20816.74,POS_Terminal,Singapore,yes,Lata Mishra,salary,2022-11-22,Mumbai_Main,verified,100000,,,Normal
ACC-00048,TXN-000186,2026-01-24,withdrawal,5489.31,Flipkart,Bangalore,no,Sweta Bajaj,savings,2016-02-28,Hyderabad_Hitech,verified,0,,,Normal
ACC-00014,TXN-000187,2026-02-09,withdrawal,6394.93,MakeMyTrip,Mumbai,no,Priti Chauhan,current,2021-12-19,Chennai_T_Nagar,pending,0,,,Normal
ACC-00032,TXN-000188,2026-02-18,debit,7946.42,PhonePe,New York,yes,Neelam Kaur,salary,2019-05-01,Pune_FC,verified,100000,,,Normal
ACC-00044,TXN-000189,2026-02-08,credit,9106.8,POS_Terminal,London,yes,Vandana Rastogi,current,2023-06-22,Pune_FC,rejected,200000,money_laundering,2026-03-28,Fraud
ACC-00020,TXN-000190,2026-03-01,payment,918.5,POS_Terminal,Mumbai,no,Usha Agarwal,NRI,2024-03-15,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00045,TXN-000191,2026-03-26,credit,6361.92,PhonePe,Dubai,yes,Jagdish Patil,savings,2015-02-01,Chennai_T_Nagar,verified,50000,,,Normal
ACC-00041,TXN-000192,2026-02-23,debit,13396.02,Uber,New York,yes,Rohit Saxena,savings,2016-09-21,Bangalore_MG,rejected,500000,,,Normal
ACC-00025,TXN-000193,2026-02-01,transfer,7557.16,Crypto_Exchange,Lagos,yes,Hemant Jain,NRI,2023-02-17,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00020,TXN-000194,2026-01-07,withdrawal,15802.25,Crypto_Exchange,Singapore,yes,Usha Agarwal,NRI,2024-03-15,Hyderabad_Hitech,verified,500000,,,Normal
ACC-00003,TXN-000195,2026-01-09,withdrawal,11803.73,PhonePe,London,yes,Anil Reddy,current,2022-07-03,Bangalore_MG,verified,0,,,Normal
ACC-00046,TXN-000196,2026-01-14,credit,17477.13,IRCTC,Delhi,no,Mala Srinivasan,NRI,2020-04-24,Bangalore_MG,verified,50000,,,Normal
ACC-00023,TXN-000197,2026-03-14,payment,18457.75,Airtel,Mumbai,no,Dinesh Wadhwa,salary,2015-01-19,Chennai_T_Nagar,pending,50000,,,Normal
ACC-00049,TXN-000198,2026-03-02,credit,15772.4,Wire_Transfer,Bangalore,no,Nilesh Parekh,current,2016-12-06,Bangalore_MG,verified,0,,,Normal
ACC-00001,TXN-000199,2026-01-13,transfer,7877.36,Flipkart,Delhi,no,Rajesh Kapoor,savings,2020-09-21,Mumbai_Main,pending,1000000,,,Normal
ACC-00011,TXN-000200,2026-03-08,credit,21181.66,ATM,Singapore,yes,Manoj Tiwari,salary,2021-12-12,Mumbai_Main,verified,1000000,,,Normal
